2021-02-15 12:10:10.961104,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:10:40.096819,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:11:18.290981,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:13:12.893441,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:15:38.436822,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:16:46.017299,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:19:21.043193,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:19:33.881339,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:19:51.502038,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
2021-02-15 12:20:05.724229,/ 0xfe/ 0xfe/ 0x94/ 0xe0/ 0x3/ 0xfd/ 0xfe/ 0xfe/ 0xe0/ 0x94/ 0x3/ 0x0/ 0x60/ 0x95/ 0x3/ 0x0/ 0xfd
